Booking_ID,Listing_ID,Date_Booked,Check_In_Date,Check_Out_Date,Price_Per_Night,Number_of_Nights,Total_Booking_Cost,Room_Type,Neighborhood,Guest_Count,Host_ID,Cancellation_Policy,Booking_Status
700,1130,7/19/2024,7/14/2023,7/25/2023,454.23,11,5016.99,Private room,Downtown,4,5227,Flexible,Cancelled
701,1342,12/31/2023,1/7/2023,1/21/2023,102.93,14,1484.97,Shared room,Uptown,7,5391,Moderate,Confirmed
702,1070,4/17/2023,12/25/2023,1/3/2024,350.77,9,3182.35,Shared room,Beachfront,4,5066,Moderate,Cancelled
703,1186,1/5/2024,3/15/2023,3/16/2023,132.37,1,172.93,Private room,Midtown,4,5325,Flexible,Confirmed
704,1043,2/13/2025,2/13/2023,2/14/2023,128.12,1,164.85,Entire home/apt,Beachfront,2,5229,Strict,Confirmed
705,1023,8/18/2023,4/13/2024,4/19/2024,308.23,6,1887.46,Shared room,Uptown,5,5335,Flexible,Cancelled
706,1346,1/5/2024,8/6/2023,8/16/2023,393.8,10,3971.59,Entire home/apt,Downtown,1,5409,Moderate,Cancelled
707,1455,7/11/2024,5/25/2023,6/2/2023,396.54,8,3196.27,Entire home/apt,Beachfront,7,5349,Strict,Confirmed
708,1179,6/9/2024,8/31/2023,9/1/2023,70.26,1,80.68,Entire home/apt,Downtown,3,5333,Moderate,Cancelled
709,1183,10/22/2024,2/20/2025,2/27/2025,62.16,7,468.54,Shared room,Downtown,2,5255,Strict,Cancelled
710,1104,12/5/2024,8/31/2023,9/3/2023,339.16,3,1035.76,Entire home/apt,Suburbs,6,5136,Moderate,Confirmed
711,1130,8/2/2024,1/23/2025,1/28/2025,73.16,5,387.22,Shared room,Uptown,5,5171,Moderate,Confirmed
712,1317,3/5/2023,9/24/2024,10/1/2024,280.2,7,2001.51,Entire home/apt,Uptown,7,5098,Strict,Cancelled
713,1136,3/30/2024,7/19/2024,8/1/2024,265.43,13,3469.41,Shared room,Midtown,8,5474,Moderate,Cancelled
714,1128,10/26/2023,1/11/2025,1/21/2025,77.57,10,819,Shared room,Midtown,4,5244,Strict,Confirmed
715,1099,10/22/2023,6/13/2024,6/19/2024,54.36,6,363.84,Private room,Downtown,5,5224,Strict,Cancelled
716,1253,2/24/2023,2/14/2025,2/20/2025,219.93,6,1341.66,Private room,Midtown,6,5198,Strict,Cancelled
717,1438,2/22/2023,11/25/2023,11/28/2023,454.57,3,1391.37,Entire home/apt,Downtown,7,5177,Moderate,Confirmed
718,1088,7/1/2024,2/18/2024,3/2/2024,398.78,13,5230.41,Shared room,Downtown,2,5427,Flexible,Confirmed
719,1031,5/26/2024,10/18/2024,10/19/2024,460.88,1,487.75,Shared room,Uptown,8,5250,Flexible,Cancelled
720,1186,10/13/2024,8/4/2024,8/14/2024,421.11,10,4242.27,Private room,Suburbs,4,5070,Flexible,Cancelled
721,1419,12/23/2024,11/1/2023,11/4/2023,309.46,3,967.35,Shared room,Beachfront,7,5120,Strict,Cancelled
722,1029,12/31/2023,6/10/2024,6/17/2024,237.53,7,1693.26,Shared room,Beachfront,4,5445,Strict,Confirmed
723,1190,2/12/2023,6/1/2024,6/15/2024,439.74,14,6205.81,Entire home/apt,Midtown,5,5291,Moderate,Confirmed
724,1281,8/21/2024,11/27/2023,12/1/2023,157.95,4,647.63,Entire home/apt,Downtown,7,5201,Strict,Confirmed
725,1148,7/28/2023,1/21/2025,2/4/2025,66.8,14,952.19,Entire home/apt,Suburbs,2,5243,Flexible,Cancelled
726,1143,9/29/2023,6/19/2023,6/30/2023,425.08,11,4712.39,Private room,Beachfront,3,5485,Moderate,Confirmed
727,1341,2/15/2024,2/23/2024,2/26/2024,251.47,3,789.52,Shared room,Suburbs,1,5312,Moderate,Confirmed
728,1335,2/25/2023,11/7/2023,11/14/2023,102.37,7,727.18,Private room,Beachfront,2,5120,Moderate,Cancelled
729,1353,9/7/2024,9/29/2023,10/12/2023,394.97,13,5146.53,Shared room,Downtown,3,5395,Strict,Confirmed
730,1003,5/5/2023,10/10/2024,10/18/2024,106.27,8,879.42,Entire home/apt,Suburbs,6,5133,Moderate,Confirmed
731,1391,8/1/2023,11/1/2024,11/14/2024,394.71,13,5155.51,Shared room,Beachfront,8,5153,Strict,Cancelled
732,1263,11/9/2023,12/22/2024,12/28/2024,85.09,6,545.31,Private room,Uptown,8,5494,Moderate,Cancelled
733,1100,9/13/2024,4/2/2023,4/12/2023,56.34,10,604.2,Entire home/apt,Midtown,2,5456,Flexible,Cancelled
734,1435,10/21/2024,4/11/2024,4/13/2024,304.13,2,657.92,Entire home/apt,Downtown,6,5168,Strict,Confirmed
735,1481,2/18/2023,6/5/2024,6/15/2024,65.42,10,664.81,Shared room,Downtown,6,5229,Moderate,Confirmed
736,1231,11/27/2024,1/6/2024,1/10/2024,132.42,4,561.71,Shared room,Uptown,6,5134,Moderate,Cancelled
737,1287,3/15/2023,8/26/2024,9/2/2024,352.88,7,2508.15,Entire home/apt,Uptown,2,5404,Flexible,Confirmed
738,1381,10/21/2023,3/27/2023,4/7/2023,359.79,11,3993.66,Shared room,Beachfront,5,5339,Moderate,Confirmed
739,1306,2/27/2024,11/19/2023,11/29/2023,363.4,10,3665.75,Entire home/apt,Uptown,7,5078,Moderate,Confirmed
740,1048,8/27/2024,10/20/2024,10/24/2024,229.63,4,940.01,Shared room,Beachfront,3,5363,Strict,Confirmed
741,1357,1/31/2023,2/15/2025,2/28/2025,124,13,1654.1,Shared room,Midtown,4,5294,Flexible,Confirmed
742,1498,4/8/2024,4/7/2023,4/12/2023,332.32,5,1687.52,Shared room,Midtown,1,5021,Flexible,Cancelled
743,1095,1/4/2023,7/9/2024,7/19/2024,224.49,10,2271.71,Private room,Suburbs,5,5257,Strict,Confirmed
744,1358,6/19/2024,1/15/2025,1/23/2025,218.78,8,1768.43,Entire home/apt,Suburbs,4,5090,Strict,Cancelled
745,1296,6/26/2023,4/20/2024,4/25/2024,384.91,5,1972.45,Shared room,Beachfront,7,5216,Flexible,Confirmed
746,1301,9/1/2024,12/3/2024,12/12/2024,315.22,9,2848.84,Entire home/apt,Midtown,5,5042,Strict,Confirmed
747,1018,5/8/2023,5/31/2023,6/6/2023,113.66,6,692.42,Entire home/apt,Suburbs,5,5089,Moderate,Confirmed
748,1162,10/18/2023,6/11/2024,6/23/2024,106.83,12,1317.97,Entire home/apt,Uptown,4,5049,Moderate,Confirmed
749,1114,12/15/2024,1/22/2024,1/23/2024,462.65,1,498.92,Entire home/apt,Beachfront,2,5351,Flexible,Confirmed
750,1471,4/21/2023,7/17/2024,7/31/2024,224.36,14,3156.52,Private room,Midtown,5,5493,Moderate,Confirmed
751,1309,12/28/2023,12/10/2023,12/22/2023,232.14,12,2800.95,Entire home/apt,Uptown,8,5490,Flexible,Cancelled
752,1314,2/18/2024,5/2/2023,5/16/2023,414.09,14,5845.37,Private room,Uptown,8,5090,Flexible,Confirmed
753,1371,11/13/2023,5/25/2023,5/31/2023,187.02,6,1141.5,Entire home/apt,Suburbs,5,5465,Moderate,Cancelled
754,1153,3/6/2024,11/23/2024,12/2/2024,434.17,9,3940.57,Shared room,Midtown,4,5455,Flexible,Cancelled
755,1190,7/31/2024,12/27/2024,1/8/2025,264.59,12,3220.48,Shared room,Downtown,2,5130,Moderate,Cancelled
756,1057,1/11/2023,1/20/2023,1/29/2023,73.71,9,704.43,Entire home/apt,Beachfront,8,5345,Flexible,Confirmed
757,1201,8/13/2023,9/4/2023,9/15/2023,289.37,11,3222.11,Private room,Downtown,4,5320,Strict,Confirmed
758,1185,10/9/2024,9/4/2023,9/15/2023,326.48,11,3639.19,Entire home/apt,Suburbs,5,5459,Flexible,Confirmed
759,1352,2/17/2025,2/3/2023,2/5/2023,379.57,2,787.08,Entire home/apt,Suburbs,6,5298,Moderate,Confirmed
760,1406,3/23/2024,9/6/2024,9/16/2024,320.36,10,3215.81,Entire home/apt,Downtown,5,5074,Flexible,Confirmed
761,1140,7/29/2024,6/22/2024,6/25/2024,492.35,3,1489.52,Private room,Midtown,2,5042,Moderate,Confirmed
762,1456,7/26/2023,4/29/2023,4/30/2023,297.5,1,341.07,Private room,Midtown,4,5142,Strict,Cancelled
763,1239,3/16/2023,10/4/2023,10/17/2023,141,13,1843.52,Private room,Beachfront,3,5434,Strict,Confirmed
764,1369,5/10/2023,2/12/2025,2/25/2025,272.19,13,3583.81,Entire home/apt,Downtown,1,5309,Flexible,Confirmed
765,1186,1/23/2025,6/27/2024,6/29/2024,71.99,2,170.12,Shared room,Midtown,5,5339,Flexible,Cancelled
766,1171,1/11/2023,9/4/2023,9/16/2023,113.11,12,1374.14,Entire home/apt,Beachfront,7,5019,Flexible,Cancelled
767,1193,6/5/2023,2/17/2023,2/23/2023,399.04,6,2418.87,Entire home/apt,Downtown,7,5187,Flexible,Confirmed
768,1014,10/4/2024,7/15/2024,7/22/2024,171.1,7,1235.07,Shared room,Downtown,7,5216,Strict,Confirmed
769,1185,11/14/2024,7/5/2024,7/8/2024,299.32,3,929.4,Shared room,Midtown,7,5455,Flexible,Cancelled
770,1242,6/2/2024,5/6/2024,5/14/2024,218.69,8,1787.24,Entire home/apt,Downtown,3,5402,Strict,Cancelled
771,1251,4/12/2023,4/7/2023,4/10/2023,379.68,3,1165.06,Shared room,Downtown,7,5238,Moderate,Confirmed
772,1261,10/13/2023,4/16/2023,4/30/2023,181.57,14,2558.24,Private room,Uptown,8,5263,Strict,Confirmed
773,1020,1/17/2024,3/5/2024,3/19/2024,298.83,14,4216.84,Shared room,Downtown,5,5417,Moderate,Cancelled
774,1120,1/8/2024,6/16/2023,6/25/2023,485.82,9,4413.7,Entire home/apt,Suburbs,3,5211,Strict,Cancelled
775,1287,12/23/2024,9/14/2023,9/22/2023,323.2,8,2632.68,Shared room,Midtown,5,5254,Flexible,Cancelled
776,1495,8/5/2023,7/29/2023,8/9/2023,352.61,11,3890.66,Shared room,Uptown,5,5100,Moderate,Cancelled
777,1152,8/5/2024,3/13/2023,3/23/2023,335.28,10,3395.85,Entire home/apt,Beachfront,1,5393,Strict,Confirmed
778,1106,2/14/2023,1/10/2024,1/14/2024,147.31,4,605.19,Private room,Suburbs,6,5191,Flexible,Cancelled
779,1486,1/29/2025,10/13/2023,10/16/2023,392.47,3,1199.41,Entire home/apt,Downtown,4,5168,Flexible,Confirmed
780,1128,11/15/2023,6/9/2024,6/23/2024,248.66,14,3495.7,Shared room,Uptown,1,5399,Moderate,Confirmed
781,1166,11/2/2023,6/24/2023,7/7/2023,386.36,13,5054.41,Private room,Suburbs,3,5313,Strict,Cancelled
782,1025,1/27/2025,11/24/2024,12/2/2024,431.02,8,3489.1,Entire home/apt,Suburbs,1,5036,Strict,Cancelled
783,1284,7/10/2023,9/1/2023,9/13/2023,59.41,12,758.72,Private room,Beachfront,1,5282,Flexible,Cancelled
784,1098,2/4/2023,6/17/2024,6/18/2024,82.33,1,95.32,Shared room,Beachfront,5,5063,Flexible,Cancelled
785,1301,5/21/2023,7/11/2024,7/15/2024,206.54,4,872.56,Private room,Uptown,4,5169,Flexible,Cancelled
786,1257,2/2/2024,4/25/2024,5/5/2024,204.92,10,2087.03,Entire home/apt,Midtown,8,5067,Strict,Confirmed
787,1260,1/23/2025,12/2/2023,12/6/2023,350.7,4,1439.68,Shared room,Midtown,6,5019,Moderate,Cancelled
788,1032,2/16/2024,4/26/2024,5/3/2024,226.46,7,1622.83,Shared room,Uptown,7,5225,Flexible,Confirmed
789,1271,1/21/2024,2/2/2023,2/7/2023,453.36,5,2310.25,Entire home/apt,Uptown,5,5191,Strict,Confirmed
790,1368,12/11/2024,7/26/2024,7/30/2024,391.88,4,1597.15,Private room,Beachfront,6,5413,Moderate,Cancelled
791,1039,10/22/2023,12/25/2024,1/3/2025,243.63,9,2211.32,Entire home/apt,Midtown,2,5429,Moderate,Cancelled
792,1383,11/15/2023,2/16/2023,2/19/2023,178.01,3,577.49,Private room,Uptown,1,5140,Flexible,Confirmed
793,1479,8/4/2023,2/7/2023,2/21/2023,196.1,14,2755.59,Shared room,Uptown,5,5381,Strict,Cancelled
794,1427,12/13/2024,2/2/2025,2/8/2025,436.31,6,2641.3,Entire home/apt,Suburbs,8,5195,Strict,Cancelled
795,1094,12/7/2024,2/25/2024,3/7/2024,458.53,11,5054.05,Private room,Midtown,1,5197,Moderate,Cancelled
796,1399,2/8/2025,4/4/2024,4/13/2024,430.44,9,3904.01,Entire home/apt,Downtown,7,5385,Moderate,Cancelled
797,1388,3/31/2024,11/17/2024,11/23/2024,291.64,6,1768.73,Entire home/apt,Downtown,6,5172,Moderate,Cancelled
798,1433,3/30/2023,12/8/2024,12/22/2024,62.77,14,904.38,Private room,Beachfront,7,5101,Strict,Cancelled
799,1182,1/11/2025,1/10/2025,1/21/2025,323.76,11,3577.16,Shared room,Midtown,7,5074,Moderate,Confirmed
800,1365,1/30/2024,12/10/2023,12/23/2023,473.01,13,6163.03,Shared room,Beachfront,6,5413,Strict,Cancelled
801,1074,10/29/2024,6/7/2023,6/17/2023,415.22,10,4173.42,Private room,Midtown,6,5298,Flexible,Cancelled
802,1491,2/27/2024,3/21/2024,3/30/2024,376.06,9,3408.18,Entire home/apt,Midtown,8,5177,Moderate,Confirmed
803,1034,5/23/2024,2/3/2024,2/4/2024,301.01,1,312.48,Entire home/apt,Midtown,7,5436,Strict,Confirmed
804,1478,10/1/2023,3/30/2023,4/10/2023,66.56,11,764.75,Private room,Uptown,5,5366,Strict,Cancelled
805,1051,1/10/2024,7/20/2023,7/27/2023,271.4,7,1944.81,Entire home/apt,Downtown,6,5182,Moderate,Cancelled
806,1467,10/22/2023,1/3/2023,1/16/2023,449.36,13,5888.86,Entire home/apt,Beachfront,1,5234,Flexible,Confirmed
807,1479,1/19/2024,5/28/2024,6/5/2024,191.73,8,1578.77,Private room,Beachfront,2,5049,Strict,Cancelled
808,1372,6/15/2023,8/1/2023,8/12/2023,425.95,11,4716.61,Private room,Beachfront,7,5377,Moderate,Cancelled
809,1349,6/20/2023,4/17/2024,4/27/2024,149.32,10,1539.87,Shared room,Midtown,4,5179,Moderate,Cancelled
810,1466,10/15/2024,2/9/2025,2/13/2025,178.05,4,743.23,Shared room,Downtown,8,5316,Strict,Confirmed
811,1354,1/3/2025,1/9/2024,1/14/2024,432.83,5,2210.4,Entire home/apt,Beachfront,7,5285,Moderate,Cancelled
812,1043,4/27/2024,3/14/2024,3/28/2024,114.57,14,1616.79,Entire home/apt,Beachfront,7,5083,Strict,Confirmed
813,1254,6/22/2024,9/3/2024,9/6/2024,249.77,3,785.62,Entire home/apt,Uptown,7,5425,Moderate,Cancelled
814,1255,11/25/2024,12/7/2024,12/8/2024,241.2,1,261.54,Entire home/apt,Suburbs,7,5071,Flexible,Cancelled
815,1106,10/26/2023,6/2/2023,6/6/2023,472.63,4,1914.47,Private room,Midtown,4,5375,Flexible,Cancelled
816,1359,8/10/2023,5/6/2024,5/11/2024,414.79,5,2114.31,Private room,Uptown,1,5367,Moderate,Confirmed
817,1207,3/13/2023,7/4/2024,7/11/2024,403.4,7,2837.75,Private room,Suburbs,3,5357,Moderate,Cancelled
818,1022,12/30/2023,10/7/2024,10/11/2024,199.08,4,807.61,Shared room,Uptown,6,5406,Moderate,Confirmed
819,1030,10/1/2024,3/11/2023,3/16/2023,205.75,5,1044.07,Private room,Beachfront,2,5368,Moderate,Confirmed
820,1120,4/12/2023,11/29/2024,12/6/2024,413.24,7,2909.86,Shared room,Beachfront,3,5446,Moderate,Confirmed
821,1314,3/3/2024,5/16/2023,5/17/2023,341.35,1,374.48,Shared room,Midtown,2,5473,Moderate,Confirmed
822,1336,4/3/2023,2/2/2025,2/14/2025,361.98,12,4380.5,Entire home/apt,Beachfront,6,5337,Strict,Confirmed
823,1409,6/21/2024,7/31/2023,8/2/2023,51.51,2,114.52,Shared room,Suburbs,4,5382,Moderate,Confirmed
824,1243,10/30/2023,8/10/2024,8/23/2024,382.63,13,5009.37,Shared room,Uptown,1,5282,Flexible,Confirmed
825,1351,6/18/2024,3/20/2024,3/30/2024,140.75,10,1430.29,Shared room,Suburbs,8,5205,Moderate,Cancelled
826,1313,10/13/2023,12/30/2023,1/9/2024,207.16,10,2114.21,Shared room,Suburbs,7,5141,Moderate,Confirmed
827,1026,9/24/2024,4/15/2024,4/26/2024,378.3,11,4175.42,Entire home/apt,Beachfront,3,5307,Moderate,Confirmed
828,1385,2/27/2024,7/4/2023,7/9/2023,239.44,5,1233.07,Private room,Downtown,7,5407,Strict,Cancelled
829,1036,3/9/2023,10/13/2024,10/19/2024,88.86,6,574.39,Private room,Uptown,6,5063,Moderate,Confirmed
830,1229,1/20/2025,12/24/2024,1/5/2025,438.77,12,5315.18,Shared room,Suburbs,1,5012,Moderate,Cancelled
831,1283,5/2/2023,12/13/2024,12/20/2024,121.85,7,873.29,Entire home/apt,Downtown,1,5346,Moderate,Cancelled
832,1116,8/24/2023,7/1/2024,7/15/2024,480.8,14,6770.74,Private room,Beachfront,5,5151,Flexible,Confirmed
833,1480,3/16/2024,2/10/2025,2/16/2025,317.36,6,1944.61,Entire home/apt,Downtown,7,5466,Strict,Cancelled
834,1012,10/13/2023,3/6/2024,3/8/2024,87.19,2,223.12,Private room,Suburbs,6,5489,Strict,Confirmed
835,1328,12/25/2023,6/19/2023,7/3/2023,301.53,14,4248.54,Entire home/apt,Downtown,4,5337,Moderate,Cancelled
836,1262,4/16/2024,9/20/2023,9/22/2023,271.95,2,569.83,Shared room,Downtown,6,5172,Strict,Confirmed
837,1275,5/12/2024,11/28/2024,12/6/2024,418.14,8,3378.4,Private room,Midtown,5,5065,Flexible,Cancelled
838,1001,5/13/2023,11/24/2024,11/28/2024,491.54,4,1977.6,Private room,Uptown,6,5402,Moderate,Cancelled
839,1359,1/29/2023,9/16/2023,9/20/2023,140.7,4,591.08,Shared room,Beachfront,7,5304,Flexible,Cancelled
840,1209,12/20/2023,9/25/2023,10/6/2023,258.25,11,2857.51,Private room,Midtown,8,5401,Flexible,Cancelled
841,1363,3/31/2023,4/7/2024,4/15/2024,153.71,8,1256.91,Shared room,Midtown,5,5096,Moderate,Confirmed
842,1231,6/17/2023,4/17/2024,4/27/2024,109.42,10,1130,Private room,Suburbs,6,5376,Moderate,Confirmed
843,1202,9/13/2023,11/18/2023,12/2/2023,98.02,14,1389.79,Entire home/apt,Uptown,8,5328,Moderate,Confirmed
844,1425,1/21/2025,2/6/2023,2/13/2023,161.68,7,1171.34,Shared room,Uptown,7,5320,Strict,Cancelled
845,1149,11/8/2023,10/5/2023,10/12/2023,227.34,7,1604.74,Shared room,Midtown,1,5062,Strict,Confirmed
846,1169,7/12/2023,5/10/2023,5/24/2023,60.82,14,888.86,Private room,Uptown,8,5484,Moderate,Cancelled
847,1047,2/4/2024,3/3/2024,3/12/2024,70.28,9,658.53,Shared room,Uptown,3,5141,Moderate,Confirmed
848,1453,3/6/2024,9/15/2024,9/19/2024,75.45,4,344.51,Entire home/apt,Suburbs,1,5048,Strict,Cancelled
849,1223,2/6/2025,3/29/2024,4/4/2024,132.58,6,840.85,Shared room,Midtown,6,5440,Strict,Confirmed
850,1271,10/27/2023,12/20/2023,12/30/2023,226.49,10,2277.51,Shared room,Beachfront,4,5107,Strict,Cancelled
851,1245,11/14/2024,2/14/2025,2/27/2025,473.68,13,6198.16,Shared room,Suburbs,8,5224,Flexible,Confirmed
852,1279,3/28/2024,4/21/2023,4/30/2023,472.51,9,4289.58,Shared room,Downtown,1,5378,Moderate,Confirmed
853,1103,12/6/2023,8/14/2024,8/19/2024,269.36,5,1388.27,Private room,Downtown,3,5230,Flexible,Confirmed
854,1418,7/15/2023,9/28/2023,10/8/2023,371.38,10,3738.27,Private room,Suburbs,8,5380,Moderate,Confirmed
855,1334,7/20/2024,6/9/2023,6/18/2023,288.14,9,2627.1,Private room,Downtown,7,5449,Flexible,Cancelled
856,1096,9/14/2024,6/12/2023,6/17/2023,226.95,5,1184.7,Private room,Suburbs,3,5347,Flexible,Confirmed
857,1170,11/20/2023,2/5/2023,2/13/2023,353.38,8,2840.94,Shared room,Uptown,4,5339,Strict,Confirmed
858,1177,2/26/2023,1/22/2025,1/30/2025,79.48,8,682.11,Private room,Beachfront,8,5393,Strict,Cancelled
859,1114,9/10/2023,11/20/2023,11/28/2023,99.27,8,835.3,Entire home/apt,Beachfront,6,5447,Moderate,Cancelled
860,1318,4/12/2023,11/5/2024,11/8/2024,321.49,3,1003.08,Entire home/apt,Downtown,6,5494,Flexible,Cancelled
861,1379,10/9/2024,11/16/2023,11/30/2023,316.23,14,4465.39,Shared room,Downtown,1,5072,Strict,Confirmed
862,1034,3/17/2023,2/4/2025,2/16/2025,301.94,12,3644.26,Entire home/apt,Midtown,7,5457,Strict,Confirmed
863,1351,8/6/2024,3/29/2024,4/2/2024,232.75,4,958.61,Private room,Suburbs,6,5202,Flexible,Confirmed
864,1007,2/24/2023,9/21/2023,9/26/2023,116.04,5,612.4,Private room,Uptown,1,5235,Flexible,Cancelled
865,1212,6/5/2023,6/15/2024,6/19/2024,167.58,4,683.21,Private room,Suburbs,5,5316,Strict,Confirmed
866,1219,2/1/2024,8/15/2023,8/18/2023,175.31,3,536.29,Shared room,Suburbs,4,5478,Flexible,Confirmed
867,1229,5/17/2024,2/18/2023,2/23/2023,333.27,5,1696.68,Shared room,Beachfront,8,5414,Moderate,Cancelled
868,1359,3/18/2023,1/21/2023,2/1/2023,114.48,11,1307.78,Shared room,Uptown,8,5005,Moderate,Cancelled
869,1085,2/28/2023,2/9/2025,2/19/2025,235.45,10,2368.92,Entire home/apt,Uptown,1,5009,Strict,Cancelled
870,1050,7/1/2023,2/11/2025,2/12/2025,465.22,1,486.75,Shared room,Suburbs,3,5381,Strict,Cancelled
871,1494,5/15/2023,10/14/2023,10/19/2023,138.34,5,733.65,Shared room,Downtown,1,5416,Moderate,Confirmed
872,1487,4/16/2023,2/23/2024,2/29/2024,433.92,6,2615.35,Private room,Uptown,3,5021,Flexible,Cancelled
873,1085,4/26/2024,5/9/2024,5/11/2024,270.13,2,567.41,Shared room,Beachfront,2,5299,Flexible,Cancelled
874,1395,1/24/2025,12/29/2024,1/10/2025,109.44,12,1354.57,Shared room,Uptown,2,5168,Strict,Confirmed
875,1230,5/26/2023,12/13/2023,12/17/2023,296.5,4,1230.05,Shared room,Midtown,8,5179,Moderate,Cancelled
876,1416,2/5/2025,2/25/2024,3/3/2024,482.61,7,3395.17,Entire home/apt,Midtown,4,5213,Strict,Cancelled
877,1471,10/9/2023,4/7/2023,4/13/2023,324.27,6,1966.71,Private room,Suburbs,6,5271,Flexible,Cancelled
878,1219,7/16/2024,3/31/2023,4/5/2023,315.31,5,1595.8,Entire home/apt,Suburbs,8,5301,Strict,Confirmed
879,1305,6/2/2023,9/15/2023,9/19/2023,197.14,4,835.37,Entire home/apt,Suburbs,1,5003,Strict,Cancelled
880,1484,9/11/2024,7/21/2023,7/31/2023,154.26,10,1584.59,Entire home/apt,Downtown,4,5443,Moderate,Cancelled
881,1368,7/15/2024,9/19/2023,10/1/2023,449.47,12,5424.23,Private room,Midtown,6,5101,Strict,Confirmed
882,1151,6/19/2023,5/14/2024,5/27/2024,414.04,13,5406.31,Shared room,Suburbs,7,5059,Strict,Cancelled
883,1406,12/27/2023,11/26/2023,12/8/2023,88.39,12,1108.85,Entire home/apt,Suburbs,4,5334,Flexible,Cancelled
884,1211,8/8/2023,6/19/2023,6/30/2023,271.43,11,3009.07,Shared room,Downtown,5,5291,Strict,Confirmed
885,1452,9/5/2023,1/22/2025,2/5/2025,154.31,14,2193.49,Entire home/apt,Suburbs,7,5052,Strict,Cancelled
886,1405,7/25/2024,12/3/2024,12/13/2024,207.13,10,2093.55,Entire home/apt,Suburbs,5,5056,Strict,Confirmed
887,1148,4/12/2024,12/25/2024,1/2/2025,131.7,8,1091.62,Shared room,Downtown,8,5485,Strict,Cancelled
888,1435,7/20/2023,3/30/2023,4/1/2023,435.97,2,890.93,Entire home/apt,Suburbs,5,5279,Flexible,Confirmed
889,1278,12/20/2023,12/27/2023,1/6/2024,111.95,10,1133.32,Private room,Uptown,3,5296,Moderate,Cancelled
890,1494,12/7/2024,11/11/2023,11/20/2023,139.83,9,1282.95,Shared room,Downtown,4,5388,Strict,Cancelled
891,1385,7/6/2023,6/19/2023,7/2/2023,153.52,13,2008.65,Private room,Beachfront,2,5205,Moderate,Cancelled
892,1086,11/24/2024,10/26/2024,11/3/2024,240.99,8,1958.7,Private room,Suburbs,3,5083,Strict,Cancelled
893,1229,6/2/2024,9/2/2024,9/8/2024,322.25,6,1980.11,Private room,Beachfront,7,5448,Strict,Cancelled
894,1034,1/18/2025,3/14/2024,3/15/2024,372.74,1,408.91,Entire home/apt,Beachfront,4,5459,Strict,Cancelled
895,1058,4/9/2023,5/27/2024,6/7/2024,153.59,11,1714.91,Private room,Uptown,7,5152,Strict,Cancelled
896,1452,2/18/2023,4/5/2024,4/11/2024,234.43,6,1421.21,Shared room,Suburbs,6,5148,Moderate,Cancelled
897,1153,2/5/2025,1/6/2025,1/17/2025,312.8,11,3467.01,Private room,Beachfront,7,5113,Strict,Cancelled
898,1017,2/3/2023,1/25/2023,2/4/2023,194.41,10,1989.35,Entire home/apt,Beachfront,8,5379,Strict,Confirmed
899,1476,5/24/2024,5/20/2024,6/1/2024,231.97,12,2815.32,Private room,Midtown,2,5278,Moderate,Cancelled
900,1319,10/12/2024,2/15/2023,2/22/2023,440.08,7,3105.03,Entire home/apt,Downtown,5,5443,Strict,Confirmed
901,1466,4/30/2023,4/30/2024,5/6/2024,400.4,6,2425.09,Shared room,Suburbs,4,5359,Flexible,Confirmed
902,1380,11/10/2023,1/13/2024,1/25/2024,440.78,12,5323.93,Private room,Downtown,3,5285,Strict,Confirmed
903,1428,1/30/2023,5/18/2023,5/23/2023,113.28,5,588.38,Shared room,Midtown,4,5085,Strict,Confirmed
904,1409,3/21/2023,9/20/2024,9/26/2024,194.79,6,1194.93,Shared room,Uptown,3,5207,Moderate,Cancelled
905,1317,12/7/2024,8/3/2024,8/17/2024,454.85,14,6408.59,Private room,Downtown,8,5187,Flexible,Cancelled
906,1489,6/15/2023,1/27/2023,2/8/2023,219.17,12,2661.62,Private room,Midtown,5,5330,Moderate,Cancelled
907,1171,1/18/2024,11/26/2024,11/29/2024,186.27,3,569.29,Private room,Suburbs,8,5231,Moderate,Cancelled
908,1435,7/28/2023,6/26/2023,7/3/2023,377.92,7,2694.63,Private room,Downtown,6,5396,Moderate,Confirmed
909,1348,5/3/2024,4/22/2024,5/1/2024,417.62,9,3803.97,Entire home/apt,Suburbs,6,5234,Moderate,Confirmed
910,1485,6/20/2024,5/28/2023,6/1/2023,129.76,4,532.92,Private room,Beachfront,6,5241,Flexible,Confirmed
911,1244,4/1/2023,5/6/2023,5/19/2023,469.6,13,6137.04,Shared room,Suburbs,8,5213,Strict,Confirmed
912,1012,8/2/2024,11/10/2024,11/17/2024,129.13,7,936.2,Private room,Uptown,6,5179,Moderate,Cancelled
913,1288,1/15/2023,1/13/2025,1/20/2025,449,7,3180.26,Entire home/apt,Midtown,8,5286,Strict,Confirmed
914,1288,3/6/2024,9/21/2023,9/23/2023,60.44,2,151.36,Private room,Beachfront,2,5460,Flexible,Confirmed
915,1397,6/18/2023,9/1/2024,9/11/2024,280.23,10,2848.04,Private room,Downtown,2,5335,Strict,Cancelled
916,1356,7/6/2023,1/24/2024,2/4/2024,230.97,11,2557.11,Entire home/apt,Midtown,5,5495,Flexible,Cancelled
917,1388,11/16/2023,7/2/2023,7/10/2023,267.12,8,2182.96,Entire home/apt,Midtown,5,5236,Moderate,Cancelled
918,1070,6/28/2023,1/29/2023,2/9/2023,113.77,11,1264.9,Entire home/apt,Midtown,1,5248,Flexible,Confirmed
